epoch,temperature,currentCost,bestCost,acceptedWorse,acceptedBetter
304,10948.7,6.34553e+07,6.17758e+07,195163,194985
305,10894,6.25853e+07,6.16156e+07,194552,194571
306,10839.5,6.23646e+07,6.16156e+07,194008,194854
307,10785.3,6.22857e+07,6.15049e+07,193931,193926
308,10731.4,6.26047e+07,6.15033e+07,194176,193347
309,10677.7,6.24865e+07,6.15033e+07,193996,192690
310,10624.3,6.31141e+07,6.14543e+07,193409,192850
311,10571.2,6.20542e+07,6.12898e+07,192766,193297
312,10518.4,6.22562e+07,6.12433e+07,192434,192667
313,10465.8,6.24942e+07,6.12433e+07,192775,192297
314,10413.4,6.23194e+07,6.12433e+07,192398,191879
315,10361.4,6.23458e+07,6.08832e+07,191697,191392
316,10309.6,6.19357e+07,6.08832e+07,191322,191157
317,10258,6.18175e+07,6.08832e+07,191479,191121
318,10206.7,6.20151e+07,6.08742e+07,191122,190790
319,10155.7,6.29849e+07,6.08742e+07,190696,191219
320,10104.9,6.20229e+07,6.0657e+07,190193,190909
321,10054.4,6.19724e+07,6.0657e+07,190085,189566
322,10004.1,6.21399e+07,6.03633e+07,189797,190006
323,9954.1,6.10204e+07,6.00956e+07,189507,188853
324,9904.33,6.15619e+07,6.00956e+07,188924,189358
325,9854.81,6.17303e+07,6.00956e+07,188827,188820
326,9805.53,6.16016e+07,6.00956e+07,189017,189163
327,9756.51,6.17278e+07,6.00956e+07,187997,188499
328,9707.72,6.05736e+07,5.97473e+07,187245,187584
329,9659.19,6.01975e+07,5.97473e+07,187583,187301
330,9610.89,6.10414e+07,5.97473e+07,186915,187128
331,9562.83,6.06559e+07,5.97473e+07,187024,187728
332,9515.02,6.11041e+07,5.97473e+07,187276,186375
333,9467.45,6.1098e+07,5.97473e+07,186641,186291
334,9420.11,6.03601e+07,5.9673e+07,186251,185772
335,9373.01,6.05058e+07,5.9673e+07,185860,185908
336,9326.14,6.10187e+07,5.93767e+07,185882,185245
337,9279.51,6.02465e+07,5.93767e+07,185047,185011
338,9233.11,6.11314e+07,5.93767e+07,184456,184109
339,9186.95,6.02799e+07,5.93767e+07,184626,184842
340,9141.01,6.11044e+07,5.93767e+07,184714,183900
341,9095.31,5.99726e+07,5.9324e+07,183819,184273
342,9049.83,6.02078e+07,5.90915e+07,183247,183177
343,9004.58,5.98269e+07,5.90915e+07,183588,182841
344,8959.56,6.01805e+07,5.90915e+07,182636,182871
345,8914.76,6.00836e+07,5.87205e+07,182406,182378
346,8870.19,6.01468e+07,5.87205e+07,182478,182046
347,8825.84,5.99641e+07,5.86297e+07,182104,181293
348,8781.71,6.02501e+07,5.86297e+07,181340,181316
