epoch,temperature,currentCost,bestCost,acceptedWorse,acceptedBetter
413,6339.85,5.93987e+07,5.84857e+07,197044,196267
414,6308.15,5.92937e+07,5.84857e+07,196481,196308
415,6276.61,5.91472e+07,5.84857e+07,195893,196166
416,6245.23,5.86407e+07,5.83296e+07,196177,195652
417,6214,5.91292e+07,5.83296e+07,195178,195380
418,6182.93,5.8765e+07,5.79602e+07,194797,195041
419,6152.02,5.88124e+07,5.79602e+07,194710,194870
420,6121.26,5.89109e+07,5.79602e+07,194350,194738
421,6090.65,5.83937e+07,5.79602e+07,194120,195196
422,6060.2,5.88593e+07,5.79602e+07,194181,193978
423,6029.9,5.86666e+07,5.76929e+07,193540,194384
424,5999.75,5.89399e+07,5.76929e+07,193204,193593
425,5969.75,5.8382e+07,5.76929e+07,193120,193771
426,5939.9,5.88175e+07,5.76929e+07,193485,192915
427,5910.2,5.90028e+07,5.76929e+07,192689,192868
428,5880.65,5.84526e+07,5.76929e+07,192708,192787
429,5851.25,5.77302e+07,5.7508e+07,192418,192544
430,5821.99,5.77852e+07,5.7508e+07,192095,191972
431,5792.88,5.81469e+07,5.74626e+07,191595,192014
432,5763.92,5.81704e+07,5.74304e+07,191097,191189
433,5735.1,5.80008e+07,5.72702e+07,191046,190917
434,5706.42,5.79927e+07,5.72702e+07,191359,190642
435,5677.89,5.74779e+07,5.72135e+07,190569,190329
436,5649.5,5.75968e+07,5.68715e+07,190027,190030
437,5621.25,5.79294e+07,5.68715e+07,190099,189866
438,5593.15,5.78182e+07,5.67936e+07,189143,189052
439,5565.18,5.73723e+07,5.66251e+07,188882,189360
440,5537.36,5.78409e+07,5.66251e+07,189195,188796
441,5509.67,5.77031e+07,5.66251e+07,189129,188806
442,5482.12,5.70175e+07,5.66251e+07,188500,188369
443,5454.71,5.7229e+07,5.66251e+07,187879,188478
444,5427.44,5.71398e+07,5.65595e+07,187210,188308
445,5400.3,5.7274e+07,5.64973e+07,187655,187439
446,5373.3,5.71865e+07,5.64973e+07,187609,186995
447,5346.43,5.71097e+07,5.64105e+07,187241,186882
448,5319.7,5.67574e+07,5.62713e+07,186575,186098
449,5293.1,5.73364e+07,5.58497e+07,186380,186470
450,5266.64,5.65298e+07,5.57828e+07,185894,186463
451,5240.3,5.68592e+07,5.57828e+07,185046,185979
452,5214.1,5.6511e+07,5.57828e+07,185620,185105
453,5188.03,5.65282e+07,5.57828e+07,185082,185155
454,5162.09,5.63685e+07,5.57828e+07,185102,184981
455,5136.28,5.62886e+07,5.57828e+07,184117,184487
456,5110.6,5.64654e+07,5.56357e+07,184381,184482
457,5085.05,5.58607e+07,5.56225e+07,184012,183673
458,5059.62,5.66914e+07,5.56178e+07,183777,183689
459,5034.32,5.63214e+07,5.54849e+07,182890,182715
460,5009.15,5.56628e+07,5.54213e+07,182498,183092
461,4984.1,5.58148e+07,5.53912e+07,182242,182092
462,4959.18,5.59089e+07,5.53912e+07,182171,182735
463,4934.39,5.57307e+07,5.53902e+07,181515,181914
464,4909.72,5.58007e+07,5.5253e+07,182071,181421
465,4885.17,5.62396e+07,5.50422e+07,181303,181585
466,4860.74,5.5622e+07,5.50422e+07,180547,181133
467,4836.44,5.58881e+07,5.50422e+07,180642,180447
468,4812.26,5.55955e+07,5.48359e+07,180305,180363
469,4788.19,5.53842e+07,5.4776e+07,179347,179904
470,4764.25,5.54026e+07,5.4776e+07,179222,179838
471,4740.43,5.54437e+07,5.4776e+07,179153,179632
472,4716.73,5.49896e+07,5.45926e+07,178637,179177
473,4693.15,5.51463e+07,5.43229e+07,178425,178867
474,4669.68,5.50146e+07,5.43229e+07,178630,178275
475,4646.33,5.53141e+07,5.43229e+07,177942,178437
476,4623.1,5.52441e+07,5.41799e+07,177562,177654
477,4599.99,5.53297e+07,5.41799e+07,176862,176873
478,4576.99,5.50815e+07,5.41799e+07,176419,177449
479,4554.1,5.48256e+07,5.41799e+07,176473,176364
